Genes,logFC,P.Value
APH1A,-0.539971154,0.005181093
APH1A,-0.631447963,0.013877866
APH1A,-0.595639989,0.017247444
APH1A,-0.65394412,0.003473656
APH1A,-0.543470396,0.004736506
APH1A,-0.664309449,0.011215409
APH1B,-0.761807734,6.28E-11
APH1C,-0.59539792,0.019678934
API5,-0.517035631,0.00044608
API5,-0.529896156,0.012333225
APIP,-0.519350176,9.05E-05
APIP,-0.500630802,9.05E-05
APIP,-0.875707123,0.000383038
APIP,-0.723391639,0.000486354
APITD1,-0.56667077,0.014108915
APITD1 /// APITD1-CORT,-0.708543495,0.000160894
APITD1 /// APITD1-CORT,-0.61089083,0.000685322
APLF /// PROKR1,1.533037373,1.07E-06
APLN,-2.636841286,0.014094999
APLN,-0.90867223,4.54E-05
APLN,-1.836549625,9.90E-39
APLN,-0.672802716,0.013866681
APLN,-1.771530064,0.021503928
APLN,-1.551248516,0.01492526
APLP1,-0.617006059,0.000158907
APLP1,-1.007788386,1.76E-71
APLP1,-0.621026168,0.002868631
APLP1,-0.5736777,0.006342219
APLP1,-0.507765228,0.009883408
APLP2,-1.066804035,3.30E-07
APLP2,-1.045599363,2.28E-07
APLP2,-0.954226218,9.78E-07
APLP2,-0.949343146,1.04E-06
APLP2,-0.809125902,5.69E-05
APLP2,-0.629943983,0.000785259
APLP2,-0.615615401,0.000843836
APLP2,-0.581524215,0.003264449
APLP2,-0.648231361,4.71E-05
APLP2,-0.644443959,1.60E-21
APLP2,-0.906459126,0.000264328
APLP2,-0.637614645,0.000345018
APLP2,-0.614896845,0.000477093
APLP2,-0.608680403,0.021135119
APLP2,-0.783406744,0.040887057
APLP2,-0.726431928,0.02581301
APMAP,-0.624715827,2.39E-05
APMAP,-0.602057931,3.99E-05
APMAP,-0.502310864,9.31E-05
APMAP,-0.503500666,0.000336228
APMAP,-0.641260311,0.000566057
APOA1,-0.695093731,0.00018287
APOA1,-0.701075419,0.001104178
APOA1BP,-0.56346963,9.02E-05
APOA1BP,-0.538902736,8.50E-05
APOA1BP,-0.530544138,0.005598337
APOA1BP,-0.70037645,0.000113068
APOA1BP,-0.559515964,0.001058941
APOA4,-1.03304184,1.67E-05
APOB,-1.374554001,5.66E-06
APOB,-1.322462719,7.11E-06
APOB,-1.245432772,1.30E-05
APOBEC1,2.726652207,4.66E-07
APOBEC1,4.525021009,9.18E-214
APOBEC1,3.068376703,1.17E-07
APOBEC1,3.204577495,0.029302337
APOBEC3,1.504245403,8.17E-06
APOBEC3,3.859871375,1.50E-99
APOBEC3,1.782110692,0.006278724
APOBEC3A /// APOBEC3A_B /// APOBEC3B,-0.568215729,0.005817844
APOBEC3B,-0.608524272,0.010940457
APOBEC3B-AS1,4.201057925,0.004817421
APOBEC3C,-0.599447953,0.000312594
APOBEC3C,-0.589564074,0.0004612
APOBEC3C,-0.585406595,0.000470641
APOBEC3G,1.754604817,0.026819628
APOBR,3.137846646,1.63E-15
APOC1,-2.195024383,0.020237663
APOC1,-0.699458745,9.24E-05
APOC1,-0.666291071,0.00015123
APOC1P1,-3.552498729,0.010360804
APOC2 /// APOC4-APOC2,-0.822656489,0.004919677
APOC2 /// APOC4-APOC2,-0.713990062,0.006395526
APOD,-0.523160993,0.00336931
APOD,2.741796872,0
APOD,2.01459123,4.77E-07
APOD,-0.874523286,0.00101549
APOD,-0.872831891,0.002232552
APOD,1.840234323,0.01969151
APOE,-1.305852395,0.033640135
APOE,-0.616751032,4.97E-21
APOE,-0.630748503,0.000222078
APOH,1.820447683,0.029267756
APOH,-0.774681082,2.32E-05
APOL1,1.940156624,0.024721091
APOL1,1.568365381,3.49E-06
APOL1,1.542361453,3.46E-05
APOL1 /// APOL2,1.842479414,1.58E-06
APOL1 /// APOL2,2.035261188,1.53E-08
APOL10B,6.269155678,6.84E-09
APOL11A,4.517801442,0.032243427
APOL11B,3.919889613,0.002185534
APOL2,1.503990045,0.016131027
APOL2,1.678809197,2.54E-05
APOL3,2.683021516,0.002205757
APOL4,2.076986987,0.000294658
APOL6,2.26611166,9.06E-08
APOL6,2.496262369,2.17E-07
APOL6,2.03071859,6.37E-06
APOL6,5.489805761,9.76E-46
APOL6,1.688423123,2.69E-05
APOL6,1.605360166,6.57E-06
APOL7A,5.5375304,0.002651274
APOL7E,1.965721855,0.01978963
APOL9A,2.16822423,1.23E-07
APOL9A,1.990939389,1.88E-06
APOL9A,7.818868859,3.57E-50
APOL9A,2.465257616,0.035283215
APOL9B,6.951312034,9.93E-58
APOL9B,2.280420087,7.99E-06
APOL9B,3.093290859,1.04E-07
APOL9B,4.2682789,0.012793432
APOLD1,-0.948024683,0.000795207
APOLD1,-0.723369752,0.000231285
APOM,-0.685704235,8.70E-05
APOO,-0.980938392,9.53E-05
APOO,-0.899306078,0.000181892
APOO,-1.112758466,1.41E-14
APP,-0.606651248,0.001508899
APPBP2,-0.626834424,4.70E-05
APPBP2,-0.546538905,0.00015181
APPBP2,-0.532878154,0.002820443
APPBP2,-0.677392787,0.000130543
APPBP2,-0.514876672,0.004107998
APPL1,-0.602863745,0.011852564
APPL1,-0.654211894,0.000705264
APPL1,-0.505821736,9.17E-14
APPL1,-0.554893512,0.001046523
APPL1,-0.671407119,0.006808603
APPL2,-1.359939557,0.00012299
APPL2,-0.502391733,0.013052251
APPL2,-0.921455306,9.27E-20
APPL2,-0.962828248,2.92E-05
APPL2,-0.57243281,0.000529528
APPL2,-0.667388557,0.000793322
APPL2,-0.888865496,0.005819972
APPL2,-0.995566635,0.007468046
APRT,-0.969549363,0.000636256
APRT,-0.645479365,0.000575402
AQP11,-0.653369145,0.000274358
AQP11,-0.771030862,0.007300367
AQP11,-0.656268412,0.000955125
AQP12,5.519545076,8.51E-07
AQP3,-1.331815247,0.012392688
AQP5,-4.030646044,2.49E-09
AQP6,-3.720863359,2.03E-08
AQP7,4.261636307,0.000559384
AQP7,-0.600982751,0.006059862
AQP7,-0.500716673,0.018309965
AQR,-0.710205429,4.64E-05
AQR,-0.592439737,0.000282795
AR,-1.534795635,2.36E-05
AR,-1.088698513,1.29E-22
AR,-0.827319667,0.000666017
ARAF,-0.573199588,6.60E-15
ARAF,-0.609224983,0.02501231
ARAP2,2.929110564,2.99E-07
ARAP2,2.745146778,5.81E-06
ARAP3,-3.411632792,4.40E-06
ARC,2.261503169,0.046529551
ARC,3.141192845,1.14E-06
ARC,2.073161096,1.52E-34
ARC,1.677559865,0.000528456
AREG,1.506617147,1.79E-06
AREG,6.187706179,0.000235193
AREL1,-0.507072775,0.002178254
ARF3,-0.670553431,5.94E-05
ARF3,-1.007608061,7.50E-54
ARF3,-0.688361185,0.002271927
ARF3,-0.660766846,0.00734255
ARF5,-0.611721883,0.00010368
ARF5,-0.523574986,0.000197708
ARF5,-0.51817907,0.000162777
ARF5,-0.517688885,0.004873232
ARF6,-0.563397078,0.004012168
ARFGEF2,-0.630551322,0.040150103
ARFGEF3,-3.087105016,0.003058466
ARFGEF3,-0.677824623,1.14E-22
ARFIP2,-0.737197498,0.023295912
ARFIP2,-0.721723201,0.033002564
ARFIP2,-0.550594431,0.033156715
ARG1,5.271256891,1.41E-49
ARHGAP1,-0.61522847,0.008666283
ARHGAP10,-0.685565031,0.000146213
ARHGAP11A,-0.651929941,0.000118569
ARHGAP15,2.251424683,2.93E-114
ARHGAP17,-0.623381476,3.43E-05
ARHGAP17,-0.563408009,2.20E-05
ARHGAP18,-0.607484472,0.00372388
ARHGAP18,-0.553958399,0.000199719
ARHGAP18,-0.527754325,7.11E-05
ARHGAP18,-1.098809655,0.000521856
ARHGAP20,-0.660952953,0.000901773
ARHGAP20,-0.86294491,2.22E-11
ARHGAP20,-0.548391226,0.003287844
ARHGAP21,-0.564502272,0.000901167
ARHGAP21,-0.507243388,0.000498869
ARHGAP21,-0.503150494,0.015778909
ARHGAP23,-0.547966068,0.004519839
ARHGAP24,-1.49006606,0.010287319
ARHGAP24,2.049249382,5.20E-138
ARHGAP25,1.797787775,2.04E-34
ARHGAP26,-0.57308131,0.000198655
ARHGAP27P2,2.66437495,0.02897833
ARHGAP28,-1.280640187,3.77E-07
ARHGAP28,-0.614770633,0.001601987
ARHGAP28,-0.582821687,0.000238463
ARHGAP28,-0.937246128,0.00029974
ARHGAP30,3.373080524,1.57E-96
ARHGAP32,-0.812725113,1.52E-05
ARHGAP32,-1.378766397,1.01E-05
ARHGAP32,-1.307710968,3.45E-110
ARHGAP33,-0.632741409,0.000116209
ARHGAP33,-2.306040361,3.19E-78
ARHGAP33,-0.55417542,0.000724476
ARHGAP35,-0.875838043,2.11E-06
ARHGAP35,-0.533138928,0.000141372
ARHGAP35,-0.520182665,9.46E-20
ARHGAP35,-0.616833673,0.000524972
ARHGAP4,-1.105941293,0.0004548
ARHGAP4,2.005532721,1.66E-11
ARHGAP4,-0.535114749,0.001124042
ARHGAP40,1.689412937,0.005560392
ARHGAP42,-0.531816056,0.026819572
ARHGAP44,-0.59064353,0.000898024
ARHGAP45,2.682721218,3.49E-55
ARHGAP5,-0.972142865,0.000710241
ARHGAP5,-1.090701939,0.000870524
ARHGAP5,-0.855294231,6.21E-32
ARHGAP5,-0.521328722,0.002412114
ARHGAP5,-0.593304246,0.023126346
ARHGAP6,-0.557289875,0.006450611
ARHGAP6,-0.610014114,4.48E-05
ARHGAP6,-0.622059492,4.45E-05
ARHGAP8,2.847541517,3.18E-09
ARHGAP9,-1.239518961,0.048504933
ARHGAP9,3.283855756,1.01E-25
ARHGDIA,-0.771958627,1.29E-05
ARHGDIA,-0.679274298,0.016294957
ARHGDIA,-0.619932399,0.024361777
ARHGDIA,-0.917669677,0.031720233
ARHGDIB,-1.053453007,7.86E-06
ARHGDIB,-0.903885885,5.00E-06
ARHGDIB,-1.479942707,3.22E-05
ARHGDIB,-0.957887626,3.68E-05
ARHGDIB,-0.805146097,0.000113595
ARHGDIB,1.512396267,1.69E-06
ARHGDIB,-0.561943738,0.000677737
ARHGDIB,2.212442459,9.11E-60
ARHGDIB,-0.726197572,0.001917024
ARHGDIB,-1.165276425,0.005236286
ARHGDIG,-0.77863514,0.00119239
ARHGDIG,-1.237701577,8.73E-18
ARHGDIG,-0.516416745,0.000460228
ARHGEF1 /// LOC100505585,-0.584360079,0.006424599
ARHGEF1 /// LOC100505585,-0.856644857,0.008749719
ARHGEF1 /// LOC100505585,-0.772994189,0.021531911
ARHGEF1 /// LOC100505585,-0.545606914,0.025964992
ARHGEF10,-0.523317525,3.96E-05
ARHGEF10,-0.750779378,0.018430471
ARHGEF10,-0.706771674,0.000192359
ARHGEF11,-0.617136055,0.000844334
ARHGEF12,-0.530300476,2.30E-21
ARHGEF12,-0.570091692,0.000701136
ARHGEF12,-0.766338446,0.002783214
ARHGEF15,-1.111591504,2.71E-09
ARHGEF17,-1.189618774,0.000533427
ARHGEF17,-0.537996793,0.00135962
ARHGEF17,-1.003817717,3.96E-49
ARHGEF17,-0.583222523,0.005913217
ARHGEF17,-0.758304174,0.039534326
ARHGEF19,-0.876345853,0.00069304
ARHGEF2,1.72726577,3.15E-08
ARHGEF2,1.80740279,1.03E-07
ARHGEF25,-1.079031559,0.000139534
ARHGEF25,-1.832951741,8.25E-62
ARHGEF26,-0.752035645,3.20E-06
ARHGEF26,-0.752035645,3.20E-06
ARHGEF26,-0.631642199,0.000185597
ARHGEF26,-0.627388421,0.000794357
ARHGEF26,-0.505824459,0.000408971
ARHGEF28,-1.494212685,0.033242035
ARHGEF28,-0.568536152,0.009655387
ARHGEF28,-1.158893733,1.41E-23
ARHGEF3,-1.134644513,0.000535415
ARHGEF3,-0.557367349,0.001700827
ARHGEF33,-1.239260088,0.020167896
ARHGEF34P /// ARHGEF35 /// ARHGEF5 /// LOC102725117,-0.63722428,0.000822876
ARHGEF38,3.548772095,6.38E-05
ARHGEF38,1.612692668,0.030372515
ARHGEF39,-0.569079676,0.012764673
ARHGEF39,-0.748814872,0.000369725
ARHGEF39,-0.554280363,0.006975437
ARHGEF39,-1.198712936,1.05E-05
ARHGEF4,-0.537191972,0.000505919
ARHGEF4,-0.892669587,1.09E-37
ARHGEF4,-0.510106419,0.001550127
ARHGEF4,-0.717258316,0.036911236
ARHGEF40,-0.560334603,0.001163504
ARHGEF6,-0.702321736,1.02E-05
ARHGEF6,-0.620663841,0.000136081
ARHGEF9,-1.187414521,0.009047671
ARHGEF9,-1.087774209,2.66E-05
ARHGEF9,-0.540086068,0.000472695
ARHGEF9,-1.43395353,1.56E-97
ARID1A,-0.685783289,0.000352744
ARID1A,-0.500255391,0.003758305
ARID1A,-0.805445293,0.013409866
ARID1A,-1.266088556,0.017532616
ARID1A,-1.160867482,0.018193277
ARID1A,-0.523141774,0.042188741
ARID1B,-0.513000175,0.009543203
ARID2,-0.570233807,0.027625018
ARID2,-0.689563069,0.00024252
ARID2,-0.508777338,0.002350023
ARID2,-0.642546454,0.008652002
ARID2,-0.593385164,0.018820313
ARID4A,1.843928876,1.36E-08
ARID4A,1.854663045,8.92E-08
ARID4A,1.917474465,1.76E-08
ARID4A,2.060305232,6.55E-10
ARID4A,2.075139309,1.05E-09
ARID5A,1.554251668,4.32E-06
ARID5A,3.04048578,8.90E-141
ARID5B,1.547448483,0.003105902
ARIH2OS,1.928747613,1.20E-08
ARL10,-0.538987288,0.003565199
ARL10,-0.894851562,1.22E-10
ARL10,-0.854414312,0.003775267
ARL11,4.244786837,2.68E-24
ARL14EPL,4.567253901,0.032981398
ARL16,-1.107569224,3.21E-09
ARL17A,-0.560232774,0.000957658
ARL17A /// ARL17B /// LOC100294341 /// LOC100996709,-0.936692445,0.000340657
ARL17A /// ARL17B /// LOC100294341 /// LOC100996709,-0.898790104,0.000108772
ARL17A /// ARL17B /// LOC100294341 /// LOC100996709,-0.588320979,0.032642364
ARL2,-0.539226289,0.017864222
ARL2BP,-0.615027262,0.000103655
ARL2BP,-0.534074232,0.000548612
ARL3,-1.055291167,0.018595863
ARL3,-0.736081713,5.62E-05
ARL3,-1.050339142,2.06E-20
ARL3,-0.598211025,0.00170797
ARL3,-0.544843822,0.001757967
ARL4A,2.450649882,6.21E-08
ARL4A,2.115472043,1.30E-07
ARL4A,2.048140607,1.44E-07
ARL4A,1.979500707,2.04E-07
ARL4A,2.433269079,2.44E-07
ARL4A,2.023515587,5.92E-07
ARL4A,2.168937618,5.97E-07
ARL4A,1.876585493,1.24E-06
ARL4A,1.838539853,1.69E-07
ARL4A,1.589625498,1.54E-06
ARL4D,1.515987305,3.29E-05
ARL4D,2.549779785,2.81E-85
ARL4D,2.099011919,0.008027148
ARL5A,-1.23722231,0.001224751
ARL5A,-0.629356785,0.002840966
ARL5B,1.576903819,4.14E-06
ARL5B,1.576887255,2.50E-05
ARL5C,1.568476159,0.01531691
ARL6IP1,-0.677264944,0.000338926
ARL6IP1,-0.789286162,0.000342361
ARL6IP1,-0.76853835,0.000729184
ARL6IP5,-0.525690946,0.000677434
ARL6IP5,-0.513121113,0.00411823
ARMC1,-0.52154773,2.19E-08
ARMC2,-1.01585068,0.027951262
ARMC2,-1.248185058,9.18E-06
ARMC2,-0.593792163,0.000253631
ARMC2,-0.560229258,0.000440627
ARMC2,-1.563919036,7.93E-11
ARMC6,-0.822798906,7.20E-06
ARMC6,-0.649084318,8.33E-06
ARMC6,-0.584092012,0.00024119
ARMC6,-1.088436258,2.51E-12
ARMC6,-0.621958427,0.043083636
ARMC6,-0.767747185,0.002863065
ARMC6,-0.570867454,0.016938369
ARMC8,-0.596702234,0.001277435
ARMCX1,2.5083881,4.03E-09
ARMCX1,-0.523762697,0.001400574
ARMCX1,-0.977704687,1.87E-20
ARMCX1,-0.503838012,0.046188812
ARMCX2,-0.815648041,4.69E-18
ARMCX2,-0.542177391,0.019096559
ARMCX3,1.853206057,3.07E-08
ARMCX3,1.952988678,2.00E-07
ARMCX3,-0.954053139,1.29E-19
ARMCX4,-1.186548078,2.00E-37
ARMCX4,-0.599171101,0.047599188
ARMCX4,-0.534550791,0.045686379
ARMCX6,1.576610516,2.10E-10
ARMH4,-1.520337837,7.08E-42
ARMT1,-1.191200601,2.36E-12
ARNT,-0.561156052,0.001140347
ARNT,-0.526767283,0.005050702
ARNT2,3.099275314,0.024852104
ARNT2,-0.50975606,0.001099816
ARNT2,-0.502276138,0.0144726
ARNT2,-0.674955207,0.002227628
ARNTL2,1.923145808,0.00170945
ARNTL2-AS1,1.7431892,0.01090988
ARPC1A,-0.757658334,2.78E-06
ARPC1A,-0.569839363,0.000234566
ARPC1B,-0.96707844,5.28E-06
ARPC1B,-0.654497978,6.05E-05
ARPC1B,1.724271436,5.43E-07
ARPC1B,1.633573458,1.01E-06
ARPC1B,2.438300906,2.86E-135
ARPC1B,2.560987846,3.97E-06
ARPC4,-0.56709407,0.000884381
ARPP19,-0.985996172,0.00087543
ARPP19,-1.671944102,1.81E-130
ARPP19,-0.673799375,0.003054395
ARPP21,-1.234278611,4.06E-93
ARPP21,-1.013309834,0.00062503
ARPP21,-0.743937316,0.005732033
ARRB1,-1.38272426,4.15E-07
ARRB1,-1.082629085,0.009476274
ARRB1,-1.108398956,9.05E-05
ARRB1,-0.580434137,0.000279195
ARRB1,-0.997261948,6.95E-67
ARRB1,-0.728088144,0.000197476
ARRB2,-0.549595118,0.012360124
ARRB2,-0.814089867,0.015271251
ARRB2,-0.792722172,0.019125332
ARRB2,-0.641678623,0.004239694
ARRB2,-0.557246808,0.016894129
ARRB2,-0.513362318,0.027958223
ARRDC2,1.734804609,2.21E-28
ARRDC3,1.823853252,1.94E-07
ARRDC3,2.154396373,1.34E-06
ARRDC4,1.50354567,8.62E-06
ARRDC4,-0.564488997,0.000219788
ARRDC4,-0.623858759,0.004946352
ARRDC4,2.313351944,3.82E-70
ARRDC4,1.513056478,0.00012388
ARRDC4,2.008943132,0.008498239
ARRDC5,3.742172488,0.005422805
ARSA,-0.731387544,8.79E-07
ARSB,-1.716408326,1.41E-07
ARSB,-0.871221462,6.66E-05
ARSB,-0.864409882,3.99E-05
ARSB,-0.59513981,0.000120101
ARSB,-1.335920642,2.17E-06
ARSB,-1.209573494,9.37E-06
ARSB,-0.910475592,3.54E-20
ARSB,-1.118762151,0.000104087
ARSB,-0.743218063,0.000130157
ARSB,-0.641936985,0.010494515
ARSE,-0.710917282,5.39E-05
ARSE,-0.720696907,0.000125884
ARSE,-0.7744023,0.000332835
ARSE,-0.627603014,0.000510432
ARSG,-0.812348736,3.68E-13
ARSG,-0.531216823,0.000199056
ARSI,-0.621568809,0.001013843
ARSI,-0.587407853,0.013766634
ARSK,-0.513900601,0.001676333
ARSK,-0.854109815,3.75E-05
ARSK,-0.964084892,2.86E-08
ART2A,3.739291522,0.004903368
ART3,-0.872637368,0.007992376
ART3,-0.650204158,0.000176114
ART3,5.176135123,6.07E-06
ART3,-0.749844702,9.10E-05
ART3,-1.245248207,0.000115553
ART3,-0.902757985,0.000170108
ART3,-1.017078258,0.00026009
ART3,-0.693965507,0.001382651
ART3,2.274913296,4.80E-29
ART4,2.268037758,0.000417572
ARX,-0.550145921,1.96E-05
ARX,-0.949553868,8.39E-05
ARXES1,-1.0021817,0.000733115
ARXES1,-1.012577139,1.81E-05
ARXES2,-1.154833766,5.63E-05
ARXES2,-1.3742051,2.99E-23
AS3MT /// BORCS7-ASMT,-0.712690324,0.000113263
AS3MT /// BORCS7-ASMT,-0.652027022,0.001815575
AS3MT /// BORCS7-ASMT,-0.774346705,0.000157458
AS3MT /// BORCS7-ASMT,-0.538710328,0.008307879
ASAH1,-0.906828486,0.043751624
ASAH1,-0.670562986,0.000415582
ASAH1,-0.716002143,0.00042381
ASAH1,-0.642901965,0.003518658
ASAP1,-0.541718059,4.54E-05
ASAP1,-0.529640286,2.99E-05
ASAP1,-0.501000512,0.000160475
ASAP1,-0.50358441,0.000495227
ASAP1,-0.714658446,0.002202855
ASAP1-IT2,-0.637959309,0.001343873
ASAP1-IT2,-0.782131676,0.000355025
ASAP2,-1.35243882,5.57E-07
ASAP3,2.153070414,3.94E-51
ASB1,-1.356258338,4.88E-36
ASB1,-0.884141652,0.00777605
ASB13,-1.121578209,6.72E-06
ASB13,-0.938480478,4.28E-05
ASB13,-1.960901864,7.65E-07
ASB13,-0.505564781,0.001615697
ASB14,2.551859721,1.20E-27
ASB15,2.335293819,0.038425358
ASB15,2.148554493,0.000293803
ASB16,-1.3084428,0.009693296
ASB18,2.832110866,1.72E-21
ASB8,-0.515571299,0.001004847
ASB9,4.759132948,0.01969567
ASCC1,-0.602065412,0.000157739
ASCC3,1.781595851,1.31E-05
ASCL1,-0.596715941,0.001303112
ASCL1,-2.293578613,1.12E-08
ASCL1,-0.625056545,0.001550413
ASCL2,6.406622865,0.000117895
ASF1B,-1.291866253,9.12E-07
ASF1B,-1.153717289,1.78E-06
ASF1B,-1.09607052,1.04E-06
ASF1B,-0.549059217,0.004130559
ASF1B,-0.562528538,0.000263481
ASF1B,2.110201724,1.38E-05
ASF1B,-0.635478242,0.013006115
ASF1B,-0.798387018,0.020531221
ASF1B,-0.897337806,0.022279749
ASF1B,-0.997104392,4.66E-05
ASF1B,-0.577746563,0.000559731
ASGR1,-1.68759876,0.012824624
ASGR2,-0.681868126,0.002563424
ASH1L,-0.716572377,5.97E-32
ASIC1,-2.267437999,0.034180801
ASIC1,-0.876549539,8.09E-06
ASIC1,-1.364857272,1.29E-40
ASIC2,-0.820879981,1.31E-05
ASIC2,-0.800870343,2.14E-06
ASIC2,-0.560020324,0.002947679
ASIC4,-0.51774749,0.000880493
ASIC4,-1.736680443,4.16E-15
ASIC5,4.216627627,0.000830565
ASMT,4.718836821,0.021251693
ASNA1,-0.718643406,0.035918181
ASNA1,-0.682462623,0.042925526
ASNA1,-0.553207999,0.001608757
ASNS,1.510116149,1.31E-08
ASNS,1.531644381,1.17E-08
ASPA,-1.640643862,4.53E-05
ASPA,-1.424136317,4.97E-36
ASPA,-0.82627366,0.001355625
ASPG,3.344497882,2.98E-51
ASPG,2.207730442,0.036789739
ASPH,-0.935007219,7.63E-07
ASPH,-0.681320129,3.17E-06
ASPH,-0.651854017,0.000132769
ASPH,-0.539101294,0.003586395
ASPH,-0.812751737,0.001454315
ASPH,-0.620273459,1.02E-13
ASPH,-1.03769025,6.47E-06
ASPH,-0.988639665,2.74E-05
ASPH,-0.853165882,0.021557848
ASPHD2,2.129268072,0.002614417
ASPHD2,-0.559189363,0.000528416
ASPHD2,-0.988465771,6.24E-24
ASPM,-0.527231131,0.001273841
ASPRV1,2.081212193,2.56E-05
ASRGL1,-2.002267469,0.009565815
ASRGL1,-1.074639755,8.82E-06
ASRGL1,-1.508670539,1.77E-102
ASRGL1,-0.912780435,1.31E-05
ASRGL1,-0.568921232,0.00025614
ASRGL1,-0.536085056,0.00077716
ASS1,1.980152865,0.005159159
ASS1,-0.609712012,0.0010933
ASS1,-0.625939051,0.000675921
ASS1,-0.617147111,0.000790956
ASTL,7.469306623,1.42E-06
ASTN1,-1.070539912,9.28E-06
ASTN1,-1.39167954,3.53E-80
ASTN1,-1.0030664,0.000278579
ASTN2,-1.353564139,0.006252196
ASTN2,-0.847674078,0.000618381
ASTN2,-0.507619193,0.002290346
ASXL3,-0.750606213,0.005574893
ATAD2B,1.510394136,2.42E-06
ATAD2B,-0.545334463,0.001235281
ATAD3C,-0.505304511,0.001519469
ATAD3C /// VWA1,-0.681905589,0.000593766
ATAT1,-0.855278495,1.93E-05
ATAT1,-0.859106902,0.000162255
ATAT1,-0.518889053,0.000550175
ATAT1,-0.571315154,0.013887973
ATAT1,-1.158902648,4.45E-14
ATAT1,-0.669851684,0.001065004
ATAT1,-0.709558475,0.001834484
ATCAY,-0.697145739,0.000250241
ATCAY,-1.359736952,9.74E-41
ATCAY,-0.74501438,0.045297493
ATCAYOS,1.932211138,0.043985502
ATF3,3.209860952,2.09E-09
ATF3,3.27418154,6.13E-10
ATF3,3.653905647,1.04E-11
ATF3,3.99249955,1.73E-11
ATF3,3.929558015,2.48E-10
ATF3,3.257298801,0.000414128
ATF3,3.310185078,0.000433222
ATF3,2.838503136,0.000691657
ATF3,3.904596755,1.39E-08
ATF3,3.159996405,1.40E-08
ATF3,3.050165394,4.13E-07
ATF3,2.719731333,3.74E-06
ATF3,2.533714303,4.29E-06
ATF3,6.722919723,1.84E-169
ATF3,4.402511486,1.83E-07
ATF3,2.006698203,2.01E-06
ATF3,1.828346707,2.02E-06
ATF3,1.816858526,6.38E-06
ATF3,2.05707505,3.71E-05
ATF3,2.804893673,2.58E-09
ATF3,2.912421755,2.96E-06
ATF3,2.597292951,2.01E-05
ATF3,3.324360745,2.18E-05
ATF3,3.997332402,0.006717635
ATF4,1.625440601,2.16E-07
ATF5,1.583336684,3.80E-08
ATF5,1.740917804,1.87E-08
ATF5,1.807219603,3.05E-09
ATF5,1.864305656,2.78E-07
ATF7,-0.621684487,0.000206786
ATF7,-0.743589246,0.006041241
ATF7IP2,7.906672408,1.84E-07
ATG10,-0.516605761,0.005097249
ATG13,-0.508242672,0.007627327
ATG2A,-0.531275521,0.008053996
ATG2A,-0.57998345,0.015896825
ATG3,-1.3638145,0.000548545
ATG3,-0.514670945,0.000938417
ATG4C,-1.533807676,2.20E-06
ATG4C,-1.227953163,1.31E-32
ATG4C,-0.866779356,0.000550216
ATG4C,-0.625352993,0.009894147
ATG9A,-0.528580547,0.000129529
ATG9A,-0.771852039,5.65E-19
ATG9B,-1.258250051,5.70E-05
ATIC,-0.644692089,0.003858271
ATL1,-0.889924277,0.000631551
ATL1,-1.10518572,1.17E-37
ATL1,-0.54334819,0.000469944
ATL1,-0.87283533,0.020808793
ATL1,-0.784303245,0.00895727
ATL1,-0.777127918,0.019567107
ATL2,-0.526525467,0.006190588
ATL3,-0.546483336,0.000103545
ATL3,-0.609933396,0.000688167
ATL3,-0.526660735,0.008712786
ATMIN,-0.678202637,7.22E-06
ATMIN,-0.549384982,0.002299026
ATN1,-0.541408521,0.00021146
ATP10B,-1.025164901,6.75E-06
ATP10D,1.675045427,5.01E-21
ATP11A,-0.634282722,0.000180642
ATP11A,-0.773772878,0.000109749
ATP11C,-0.884082868,2.08E-06
ATP11C,-0.588736998,0.000545456
ATP11C,-0.807389829,0.000236024
ATP12A,2.506184076,0.001092702
ATP13A2,-0.547149378,0.001714769
ATP13A2,-0.52857903,0.002992602
ATP13A2,-0.557308955,0.000551677
ATP13A3,-1.715986342,0.01334725
ATP13A5,-0.657210423,0.000180812
ATP13A5,-0.903956081,5.31E-06
ATP13A5,-0.572905354,0.00020898
ATP13A5 /// HARS,-1.909005767,1.25E-05
ATP13A5 /// HARS,-1.757997447,1.45E-05
ATP1A1,-0.584115507,0.000210912
ATP1A1,-0.520094219,0.007351887
ATP1A1,-0.528529507,0.009183327
ATP1A1,-0.670198035,0.030451185
ATP1A2,-0.730564323,0.000154502
ATP1A2,-0.612122501,3.43E-10
ATP1A2,-0.901228525,9.82E-05
ATP1A3,-0.610279868,0.000791806
ATP1A3,-0.709056183,9.01E-25
ATP1A4,4.096801567,4.76E-29
ATP1B1,-0.664004654,4.58E-36
ATP1B1,-0.672521565,0.003137384
ATP1B2,-0.651269899,0.000582736
ATP1B3,-0.543368072,0.000998757
ATP1B4,6.443901488,8.70E-05
ATP23,-0.753317252,0.000151121
ATP2A2,-0.564314355,4.50E-29
ATP2A2,-0.985346444,0.011691048
ATP2A2,-0.612532679,0.005773388
ATP2A2,-0.551868242,0.015767652
ATP2A3,-0.687958604,2.43E-05
ATP2A3,-1.637361606,7.43E-08
ATP2A3,-0.692947108,0.011579141
ATP2B1,-0.75656977,0.001295228
ATP2B1,-0.618066986,0.003539672
ATP2B1,-1.115903999,0.006397337
ATP2B1,-0.5847287,0.006801258
